claim_id,claim_date,sale_id,repair_status
CL_2388,12-10-2024,SF-7023,Rejected
CL_2389,17-02-2025,MQ-8282,Pending
CL_2390,29-12-2024,UV-46983,Completed
CL_2391,05-01-2025,MA-904117,Completed
CL_2392,04-01-2025,OS-59362,Pending
CL_2393,08-09-2025,OY-285351,In Progress
CL_2394,12-12-2024,MA-3912,Completed
CL_2395,06-10-2024,WY-0057,In Progress
CL_2396,28-08-2025,WQ-6483,Pending
CL_2397,19-05-2025,GK-8922,Pending
CL_2398,09-05-2025,WC-5669,Pending
CL_2399,22-09-2024,BH-651946,Rejected
CL_2400,13-02-2025,SD-18812,Completed
CL_2401,17-04-2025,RK-98353,In Progress
CL_2402,20-03-2025,VP-99259,In Progress
CL_2403,29-07-2025,GU-2350,Completed
CL_2404,19-11-2024,JT-2325,Pending
CL_2405,25-04-2025,IS-60425,Pending
CL_2406,03-07-2025,TO-1379,Rejected
CL_2407,23-05-2025,YA-930211,In Progress
CL_2408,15-12-2024,VR-1055,Completed
CL_2409,21-07-2025,PF-65215,In Progress
CL_2410,31-07-2025,BC-23404,Completed
CL_2411,08-03-2025,PL-1179,Completed
CL_2412,19-05-2025,XV-6801,Pending
CL_2413,13-11-2024,MW-0179,In Progress
CL_2414,22-09-2024,FJ-03098,Pending
CL_2415,12-10-2024,DW-928945,Completed
CL_2416,20-04-2025,MV-52430,Pending
CL_2417,11-08-2025,VH-88935,In Progress
CL_2418,12-08-2025,VT-4687,Rejected
CL_2419,21-08-2025,UU-0306,Pending
CL_2420,31-10-2024,ZD-999974,In Progress
CL_2421,17-11-2024,MA-6854,Pending
CL_2422,15-12-2024,SS-414830,Pending
CL_2423,12-04-2025,LY-558986,Pending
CL_2424,31-03-2025,FC-62175,Completed
CL_2425,06-12-2024,PD-673848,Rejected
CL_2426,01-01-2025,CU-906067,Rejected
CL_2427,09-05-2025,SH-55597,Rejected
CL_2428,30-12-2024,GW-1607,Rejected
CL_2429,29-06-2025,SQ-8057,Completed
CL_2430,17-02-2025,IE-289591,Completed
CL_2431,12-10-2024,FZ-931758,Rejected
CL_2432,24-03-2025,VX-32983,Pending
CL_2433,04-05-2025,RH-67271,Completed
CL_2434,19-04-2025,VM-4400,Pending
CL_2435,09-06-2025,QV-165508,In Progress
CL_2436,09-12-2024,RW-2850,In Progress
CL_2437,23-12-2024,EX-431907,Pending
CL_2438,17-01-2025,JB-21427,Completed
CL_2439,14-12-2024,IQ-40449,Completed
CL_2440,19-09-2024,PT-0679,Rejected
CL_2441,24-01-2025,KI-100311,Rejected
CL_2442,07-10-2024,QC-99550,Completed
CL_2443,27-06-2025,XF-009297,In Progress
CL_2444,08-03-2025,XZ-561574,Pending
CL_2445,15-10-2024,JA-101773,Rejected
CL_2446,11-05-2025,FB-113646,In Progress
CL_2447,05-11-2024,FZ-6333,In Progress
CL_2448,04-02-2025,IQ-22787,Rejected
CL_2449,22-04-2025,OK-59877,Completed
CL_2450,04-07-2025,MG-90031,Completed
CL_2451,24-01-2025,GG-43563,Rejected
CL_2452,23-06-2025,FH-6636,Rejected
CL_2453,15-11-2024,WL-5349,Rejected
CL_2454,02-10-2024,DE-3872,In Progress
CL_2455,07-09-2025,UD-48277,Rejected
CL_2456,01-10-2024,CP-56711,Rejected
CL_2457,05-11-2024,MA-092537,Pending
CL_2458,08-01-2025,VZ-4515,Pending
CL_2459,26-09-2024,NK-645209,Completed
CL_2460,30-04-2025,KG-99292,Pending
CL_2461,20-03-2025,NI-11089,Pending
CL_2462,07-08-2025,LM-529063,Rejected
CL_2463,15-07-2025,QU-8328,Rejected
CL_2464,07-08-2025,MK-90918,Rejected
CL_2465,19-09-2024,MY-042732,Rejected
CL_2466,18-11-2024,IA-52211,Completed
CL_2467,26-05-2025,KE-94852,Rejected
CL_2468,03-01-2025,RA-8493,Pending
CL_2469,30-04-2025,UN-672312,In Progress
CL_2470,05-01-2025,HU-4419,In Progress
CL_2471,21-02-2025,BU-2049,Completed
CL_2472,09-04-2025,VI-99185,Completed
CL_2473,20-05-2025,TZ-6481,Rejected
CL_2474,27-12-2024,YE-196456,Pending
CL_2475,12-12-2024,BL-102601,Rejected
CL_2476,10-12-2024,SU-31021,Completed
CL_2477,14-11-2024,SF-89519,In Progress
CL_2478,04-04-2025,IQ-0207,Rejected
CL_2479,09-07-2025,WO-1718,Rejected
CL_2480,05-07-2025,ED-10210,In Progress
CL_2481,11-04-2025,GI-2617,Rejected
CL_2482,10-05-2025,UE-06646,In Progress
CL_2483,16-03-2025,NP-80787,Rejected
CL_2484,02-05-2025,OU-18961,Pending
CL_2485,22-04-2025,RN-29177,Rejected
CL_2486,11-10-2024,VO-0440,Rejected
CL_2487,23-10-2024,KM-510755,Completed
CL_2488,08-01-2025,YA-27428,Completed
CL_2489,09-10-2024,OJ-452352,Pending
CL_2490,16-09-2025,BP-528436,Rejected
CL_2491,25-07-2025,OS-4586,Rejected
CL_2492,20-02-2025,NA-1086,Rejected
CL_2493,15-08-2025,GU-9945,Rejected
CL_2494,04-05-2025,DX-91967,In Progress
CL_2495,23-05-2025,WX-6215,Pending
CL_2496,25-09-2024,WG-1760,Pending
CL_2497,03-03-2025,EK-0195,Completed
CL_2498,22-01-2025,WB-123986,Pending
CL_2499,25-09-2024,VX-3557,In Progress
CL_2500,09-06-2025,ST-36802,Pending
CL_2501,29-08-2025,BH-45514,Completed
CL_2502,07-10-2024,BH-94996,In Progress
CL_2503,21-11-2024,RU-779951,In Progress
CL_2504,18-04-2025,VY-051278,In Progress
CL_2505,29-01-2025,IP-04252,Rejected
CL_2506,09-08-2025,QF-47665,Pending
CL_2507,08-09-2025,BY-969151,In Progress
CL_2508,26-12-2024,MC-96859,Rejected
CL_2509,04-09-2025,NB-75682,In Progress
CL_2510,22-01-2025,CE-81503,In Progress
CL_2511,28-06-2025,LC-561656,Completed
CL_2512,14-12-2024,KR-784784,In Progress
CL_2513,30-05-2025,YC-8054,Rejected
CL_2514,03-08-2025,KL-77775,Pending
CL_2515,03-08-2025,LC-7446,Rejected
CL_2516,12-04-2025,AR-37361,Pending
CL_2517,19-03-2025,KX-47113,Rejected
CL_2518,04-05-2025,YG-737920,Rejected
CL_2519,04-08-2025,ZN-680378,Rejected
CL_2520,11-02-2025,TZ-964919,Pending
CL_2521,24-02-2025,QA-5923,Completed
CL_2522,03-05-2025,YL-1326,In Progress
CL_2523,27-05-2025,FX-56392,Rejected
CL_2524,06-08-2025,LV-461261,In Progress
CL_2525,06-06-2025,CT-7911,Rejected
CL_2526,02-06-2025,HS-5312,In Progress
CL_2527,29-10-2024,JR-58596,In Progress
CL_2528,22-07-2025,YN-6019,Pending
CL_2529,25-05-2025,PH-591655,Rejected
CL_2530,13-08-2025,CH-155024,Pending
CL_2531,22-03-2025,MG-650994,In Progress
CL_2532,02-02-2025,VQ-137375,Completed
CL_2533,18-02-2025,IT-4035,In Progress
CL_2534,12-10-2024,MQ-5933,Rejected
CL_2535,03-02-2025,ES-4307,Pending
CL_2536,16-05-2025,ZV-0305,Pending
CL_2537,06-07-2025,WV-3952,Completed
CL_2538,14-03-2025,BA-12937,In Progress
CL_2539,28-02-2025,SU-274081,In Progress
CL_2540,20-07-2025,EX-061559,Pending
CL_2541,23-10-2024,QF-010239,In Progress
CL_2542,06-01-2025,UI-368324,Rejected
CL_2543,29-07-2025,XN-557105,Pending
CL_2544,19-12-2024,KQ-838282,In Progress
CL_2545,20-12-2024,OD-85630,In Progress
CL_2546,08-03-2025,TR-1694,Pending
CL_2547,06-12-2024,NV-460115,In Progress
CL_2548,07-03-2025,ZU-983994,In Progress
CL_2549,15-04-2025,AC-4193,In Progress
CL_2550,30-09-2024,TZ-70251,Pending
CL_2551,26-04-2025,NH-2282,Pending
CL_2552,18-09-2024,UL-428471,In Progress
CL_2553,04-12-2024,ZY-04565,In Progress
CL_2554,07-09-2025,QT-6037,In Progress
CL_2555,28-06-2025,HF-2827,Rejected
CL_2556,06-06-2025,FD-1737,Completed
CL_2557,18-02-2025,JW-8261,Completed
CL_2558,19-11-2024,AS-43935,Completed
CL_2559,20-07-2025,BY-85342,Rejected
CL_2560,23-09-2024,UL-44986,In Progress
CL_2561,28-09-2024,DN-2484,Pending
CL_2562,05-11-2024,FI-3089,In Progress
CL_2563,27-10-2024,ZK-64309,In Progress
CL_2564,02-01-2025,FA-44553,Completed
CL_2565,24-04-2025,XZ-8209,Pending
CL_2566,18-04-2025,UX-25035,Completed
CL_2567,07-04-2025,KC-00478,Pending
CL_2568,13-08-2025,RQ-388931,Pending
CL_2569,22-01-2025,WU-2019,In Progress
CL_2570,18-06-2025,JQ-542144,In Progress
CL_2571,17-07-2025,YR-65541,Completed
CL_2572,27-11-2024,AF-69748,Rejected
CL_2573,18-06-2025,OJ-6760,Rejected
CL_2574,14-01-2025,WE-82702,In Progress
CL_2575,08-07-2025,RE-013692,Pending
CL_2576,24-11-2024,FN-24232,In Progress
CL_2577,25-10-2024,MO-9985,In Progress
CL_2578,17-04-2025,OB-494217,In Progress
CL_2579,25-11-2024,DJ-876984,Pending
CL_2580,21-06-2025,RH-056981,Completed
CL_2581,25-05-2025,PH-987472,Rejected
CL_2582,21-11-2024,BJ-35144,In Progress
CL_2583,28-08-2025,GV-20764,Rejected
CL_2584,04-09-2025,HO-4699,In Progress
CL_2585,24-05-2025,YO-675472,In Progress
CL_2586,26-03-2025,ET-117853,Rejected
CL_2587,18-12-2024,CS-7412,Rejected
CL_2588,02-09-2025,QT-25045,Completed
CL_2589,14-02-2025,XE-1151,Completed
CL_2590,22-01-2025,BD-856685,Completed
CL_2591,17-03-2025,HB-821128,Pending
CL_2592,11-03-2025,QF-476738,Pending
CL_2593,12-02-2025,AU-041307,In Progress
CL_2594,14-02-2025,YS-931952,Completed
CL_2595,02-11-2024,NU-87260,Pending
CL_2596,06-12-2024,NK-121183,Rejected
CL_2597,18-02-2025,UG-069439,In Progress
CL_2598,15-06-2025,UW-1690,Pending
CL_2599,09-06-2025,EZ-21095,Completed
CL_2600,11-08-2025,RD-89374,Pending
CL_2601,23-07-2025,OO-02328,In Progress
CL_2602,06-04-2025,EV-535972,In Progress
CL_2603,22-06-2025,GA-2945,Completed
CL_2604,30-07-2025,ED-002085,Completed
CL_2605,08-06-2025,SW-259201,Completed
CL_2606,16-07-2025,QV-77785,Rejected
CL_2607,11-04-2025,AW-65592,In Progress
CL_2608,09-07-2025,WP-966732,Rejected
CL_2609,23-02-2025,DV-88598,Pending
CL_2610,10-01-2025,JW-3403,Pending
CL_2611,16-11-2024,VE-8383,Rejected
CL_2612,22-06-2025,FR-8437,In Progress
CL_2613,28-07-2025,TK-03809,Pending
CL_2614,07-05-2025,RU-212249,Rejected
CL_2615,03-12-2024,IF-42874,Completed
CL_2616,12-06-2025,PV-57422,In Progress
CL_2617,30-03-2025,EF-38405,In Progress
CL_2618,14-12-2024,JT-4661,Pending
CL_2619,21-06-2025,PE-839421,In Progress
CL_2620,27-06-2025,ZU-16295,Rejected
CL_2621,04-07-2025,XV-6229,In Progress
CL_2622,11-11-2024,YZ-90728,Completed
CL_2623,28-04-2025,IZ-714628,In Progress
CL_2624,08-01-2025,OC-0492,In Progress
CL_2625,13-12-2024,ZT-795938,Pending
CL_2626,11-03-2025,PE-1783,Rejected
CL_2627,11-11-2024,OW-2513,Pending
CL_2628,06-02-2025,GK-279458,In Progress
CL_2629,27-08-2025,XD-01897,Pending
CL_2630,19-04-2025,BC-5207,Completed
CL_2631,17-12-2024,YR-38339,Completed
CL_2632,21-08-2025,YL-319759,Pending
CL_2633,01-09-2025,ZU-2372,Pending
CL_2634,10-09-2025,KD-17221,Completed
CL_2635,13-12-2024,NC-0655,Completed
CL_2636,09-05-2025,DP-3092,In Progress
CL_2637,25-12-2024,WH-9917,In Progress
CL_2638,24-12-2024,EH-04682,In Progress
CL_2639,28-12-2024,JU-8737,In Progress
CL_2640,17-01-2025,HE-36381,Pending
CL_2641,05-08-2025,JY-423817,Rejected
CL_2642,26-01-2025,LX-1261,Rejected
CL_2643,17-08-2025,YI-0887,Rejected
CL_2644,26-02-2025,QA-63869,Pending
CL_2645,30-05-2025,PO-1701,In Progress
CL_2646,10-09-2025,AF-50600,In Progress
CL_2647,19-10-2024,PX-5542,In Progress
CL_2648,31-01-2025,GT-021956,Rejected
CL_2649,20-11-2024,KD-4610,In Progress
CL_2650,12-06-2025,BC-62416,In Progress
CL_2651,19-06-2025,JS-371481,Completed
CL_2652,28-02-2025,TP-577379,Completed
CL_2653,13-09-2025,GZ-9014,Rejected
CL_2654,12-06-2025,IV-907925,In Progress
CL_2655,15-08-2025,BG-46134,Pending
CL_2656,06-07-2025,GJ-933077,Rejected
CL_2657,27-01-2025,CU-855999,Pending
CL_2658,01-02-2025,JJ-69036,In Progress
CL_2659,21-07-2025,GI-27071,Completed
CL_2660,06-01-2025,EP-3238,In Progress
CL_2661,26-06-2025,CZ-927941,Rejected
CL_2662,30-07-2025,RE-66059,Completed
CL_2663,03-08-2025,UY-64205,In Progress
CL_2664,22-03-2025,FL-31636,In Progress
CL_2665,01-05-2025,WV-6436,Completed
CL_2666,18-02-2025,DB-108253,In Progress
CL_2667,14-01-2025,KS-512238,In Progress
CL_2668,09-09-2025,YU-062787,Pending
CL_2669,16-10-2024,IO-370008,Rejected
CL_2670,26-01-2025,EV-1079,Rejected
CL_2671,18-07-2025,UL-62804,Completed
CL_2672,03-09-2025,TT-18773,Pending
CL_2673,09-02-2025,GG-46754,Rejected
CL_2674,09-02-2025,GK-371079,Pending
CL_2675,09-05-2025,RV-476473,Rejected
CL_2676,27-04-2025,QZ-43401,In Progress
CL_2677,19-09-2024,FO-237355,Rejected
CL_2678,30-05-2025,CF-608582,Completed
CL_2679,14-05-2025,ZG-757118,Pending
CL_2680,03-03-2025,XF-75750,Rejected
CL_2681,02-09-2025,WH-0856,In Progress
CL_2682,22-01-2025,ZK-71411,Pending
CL_2683,16-02-2025,XU-7145,Completed
CL_2684,08-03-2025,RU-09787,Rejected
CL_2685,24-10-2024,ZC-992916,Rejected
CL_2686,18-12-2024,JE-858330,In Progress
CL_2687,23-10-2024,US-8460,Rejected
CL_2688,11-01-2025,RA-8338,In Progress
CL_2689,02-09-2025,CX-62177,Pending
CL_2690,08-09-2025,IM-4698,Pending
CL_2691,25-11-2024,KU-602285,In Progress
CL_2692,21-07-2025,AA-0164,In Progress
CL_2693,06-12-2024,LC-4335,Completed
CL_2694,14-12-2024,NZ-472477,Rejected
CL_2695,01-04-2025,CG-05434,Rejected
CL_2696,20-11-2024,EW-5294,Completed
CL_2697,31-08-2025,TS-058138,Pending
CL_2698,03-02-2025,DE-39337,Pending
CL_2699,27-02-2025,IC-5025,Pending
CL_2700,14-02-2025,YF-32014,In Progress
CL_2701,22-11-2024,KA-0984,In Progress
CL_2702,04-06-2025,GY-4355,In Progress
CL_2703,19-03-2025,VS-504786,Completed
CL_2704,13-12-2024,KD-51313,Completed
CL_2705,02-10-2024,VL-852965,Completed
CL_2706,19-10-2024,HL-7242,Rejected
CL_2707,09-10-2024,FB-008926,In Progress
CL_2708,05-04-2025,JL-48805,Completed
CL_2709,01-05-2025,HU-790926,Pending
CL_2710,08-12-2024,LM-96587,In Progress
CL_2711,12-09-2025,YD-5046,Pending
CL_2712,18-05-2025,JJ-1683,Rejected
CL_2713,07-10-2024,PC-892027,Pending
CL_2714,28-05-2025,NP-138079,Rejected
CL_2715,21-07-2025,AV-9543,Pending
CL_2716,25-10-2024,NS-868723,Rejected
CL_2717,15-09-2025,RJ-1341,Pending
CL_2718,12-05-2025,SH-2574,Pending
CL_2719,05-06-2025,CV-826705,Completed
CL_2720,08-05-2025,XM-08001,Pending
CL_2721,20-06-2025,XU-475030,Rejected
CL_2722,29-01-2025,RY-7213,Pending
CL_2723,31-07-2025,QT-58529,Pending
CL_2724,02-03-2025,QR-48098,Rejected
CL_2725,29-12-2024,WT-66498,In Progress
CL_2726,26-06-2025,RA-4727,Pending
CL_2727,04-06-2025,GV-1455,Completed
CL_2728,11-09-2025,KV-73777,Completed
CL_2729,04-12-2024,EM-1823,In Progress
CL_2730,16-03-2025,LO-44365,Completed
CL_2731,17-07-2025,VZ-88064,Completed
CL_2732,29-03-2025,VS-64181,Pending
CL_2733,31-07-2025,WK-79623,Rejected
CL_2734,08-04-2025,WA-86071,Pending
CL_2735,27-05-2025,VA-75807,Completed
CL_2736,25-03-2025,EA-1621,Pending
CL_2737,11-11-2024,WM-1876,Completed
CL_2738,29-03-2025,VE-02681,Rejected
CL_2739,11-04-2025,SV-72729,In Progress
CL_2740,28-04-2025,WI-62483,In Progress
CL_2741,24-10-2024,ZS-655475,In Progress
CL_2742,05-02-2025,BQ-24214,Rejected
CL_2743,07-01-2025,ZS-44454,Rejected
CL_2744,01-09-2025,EZ-305045,In Progress
CL_2745,24-10-2024,DO-8977,Completed
CL_2746,19-02-2025,HW-962998,Pending
CL_2747,07-11-2024,HH-810924,Rejected
CL_2748,21-08-2025,SD-32684,In Progress
CL_2749,12-02-2025,WS-1732,Completed
CL_2750,18-07-2025,XF-9166,In Progress
CL_2751,03-11-2024,WU-62537,Pending
CL_2752,28-05-2025,GG-67034,In Progress
CL_2753,13-04-2025,BW-090068,Pending
CL_2754,15-07-2025,LU-8396,Pending
CL_2755,03-10-2024,ZW-5123,Completed
CL_2756,08-11-2024,ZX-7535,Rejected
CL_2757,18-03-2025,UG-22670,Completed
CL_2758,17-08-2025,CQ-82937,Completed
CL_2759,29-10-2024,JY-427225,Completed
CL_2760,21-04-2025,RM-436167,In Progress
CL_2761,03-04-2025,QE-0701,Pending
CL_2762,29-09-2024,IO-67666,Pending
CL_2763,05-04-2025,UK-4934,Pending
CL_2764,25-10-2024,PT-6293,In Progress
CL_2765,22-10-2024,PO-45234,Pending
CL_2766,03-12-2024,HR-531273,In Progress
CL_2767,19-02-2025,IO-068988,In Progress
CL_2768,20-05-2025,GB-8837,In Progress
CL_2769,19-07-2025,VF-1772,In Progress
CL_2770,21-05-2025,AV-778625,Rejected
CL_2771,27-04-2025,ZP-669353,Pending
CL_2772,13-11-2024,JS-6226,Rejected
CL_2773,06-05-2025,VS-717280,In Progress
CL_2774,14-09-2025,CC-976805,Pending
CL_2775,12-09-2025,ZH-60318,Pending
CL_2776,01-10-2024,NS-04923,In Progress
CL_2777,18-11-2024,IV-1684,In Progress
CL_2778,02-11-2024,FB-238790,Pending
CL_2779,13-04-2025,IE-1289,In Progress
CL_2780,07-04-2025,MX-00976,In Progress
CL_2781,28-06-2025,EK-85319,Pending
CL_2782,22-07-2025,EB-397057,In Progress
CL_2783,27-01-2025,AD-88148,In Progress
CL_2784,23-07-2025,KM-256466,In Progress
CL_2785,10-10-2024,TW-394014,Rejected
CL_2786,15-02-2025,BR-104842,Rejected
CL_2787,28-10-2024,QE-19561,Pending
CL_2788,27-04-2025,OQ-1101,Pending
CL_2789,24-02-2025,YA-524534,In Progress
CL_2790,06-04-2025,JZ-736112,In Progress
CL_2791,25-11-2024,OQ-78675,In Progress
CL_2792,22-11-2024,PY-004910,Pending
CL_2793,13-04-2025,QH-3602,Pending
CL_2794,09-06-2025,AQ-625361,Completed
CL_2795,25-04-2025,GA-27765,In Progress
CL_2796,21-10-2024,UH-8631,In Progress
CL_2797,29-08-2025,JA-322196,In Progress
CL_2798,21-06-2025,AJ-96911,Rejected
CL_2799,29-04-2025,HI-224141,Completed
CL_2800,29-06-2025,GG-981295,Completed
CL_2801,01-04-2025,NB-50787,Pending
CL_2802,04-10-2024,MB-254431,Rejected
CL_2803,14-05-2025,RN-3161,Completed
CL_2804,15-02-2025,TD-81745,Rejected
CL_2805,15-10-2024,ZO-464343,Rejected
CL_2806,11-08-2025,WR-1275,Rejected
CL_2807,24-06-2025,BX-794198,Pending
CL_2808,01-08-2025,DX-17598,Pending
CL_2809,16-04-2025,IH-89448,In Progress
CL_2810,14-12-2024,HH-230566,In Progress
CL_2811,24-10-2024,NV-14060,Pending
CL_2812,22-06-2025,VK-9217,Rejected
CL_2813,03-11-2024,KN-36271,Pending
CL_2814,20-08-2025,RB-200325,Pending
CL_2815,14-01-2025,WS-1232,Completed
CL_2816,28-11-2024,PZ-42891,Pending
CL_2817,27-02-2025,TB-0943,Pending
CL_2818,12-01-2025,YN-5681,Completed
CL_2819,18-06-2025,JT-79683,Rejected
CL_2820,22-11-2024,NO-9333,Completed
CL_2821,06-05-2025,QG-8584,Rejected
CL_2822,19-11-2024,WW-6236,In Progress
CL_2823,19-11-2024,FC-35816,Rejected
CL_2824,19-04-2025,UD-3499,Rejected
CL_2825,07-11-2024,DG-5455,In Progress
CL_2826,04-10-2024,OD-77256,In Progress
CL_2827,04-01-2025,HT-900687,Completed
CL_2828,14-04-2025,GB-8913,Pending
CL_2829,06-06-2025,CM-541935,In Progress
CL_2830,25-07-2025,YN-367452,Rejected
CL_2831,09-09-2025,TR-512378,In Progress
CL_2832,02-07-2025,WB-16796,Rejected
CL_2833,09-03-2025,ON-3525,Pending
CL_2834,14-05-2025,JD-86241,Rejected
CL_2835,07-04-2025,NM-71125,Rejected
CL_2836,23-12-2024,GW-69103,Rejected
CL_2837,01-08-2025,WO-7959,Pending
CL_2838,01-01-2025,RG-98362,Rejected
CL_2839,09-02-2025,RW-95137,In Progress
CL_2840,14-09-2025,KZ-459459,In Progress
CL_2841,23-10-2024,MP-5906,Pending
CL_2842,10-09-2025,WR-335920,Completed
CL_2843,30-01-2025,NK-41791,Completed
CL_2844,07-11-2024,VO-479663,Completed
CL_2845,04-12-2024,NZ-939288,Pending
CL_2846,25-03-2025,KM-0026,In Progress
CL_2847,06-08-2025,CC-79943,Completed
CL_2848,21-10-2024,OF-508530,Rejected
CL_2849,20-09-2024,UH-10736,In Progress
CL_2850,24-06-2025,TG-553923,Pending
CL_2851,14-04-2025,NU-114391,Pending
CL_2852,01-06-2025,DE-424856,Completed
CL_2853,01-08-2025,NV-7290,Completed
CL_2854,09-05-2025,EE-60256,Completed
CL_2855,03-07-2025,QW-4668,Completed
CL_2856,21-07-2025,PS-369566,Completed
CL_2857,24-06-2025,JX-0859,Rejected
CL_2858,31-01-2025,CU-58675,In Progress
CL_2859,16-03-2025,XP-8113,Completed
CL_2860,11-06-2025,BQ-712273,Pending
CL_2861,24-08-2025,AZ-158622,Rejected
CL_2862,28-05-2025,EL-878075,Pending
CL_2863,29-08-2025,UC-2472,In Progress
CL_2864,12-02-2025,YY-87582,Completed
CL_2865,28-05-2025,UA-1295,Completed
CL_2866,16-09-2025,IP-55845,Completed
CL_2867,07-12-2024,SG-812660,Pending
CL_2868,03-06-2025,KT-4362,In Progress
CL_2869,16-01-2025,GU-7509,Rejected
CL_2870,15-07-2025,JP-8463,In Progress
CL_2871,03-05-2025,KS-3560,Completed
CL_2872,06-03-2025,GC-0123,Pending
CL_2873,19-07-2025,BF-4425,Rejected
CL_2874,30-03-2025,GG-335733,Completed
CL_2875,09-09-2025,LW-1402,Completed
CL_2876,12-04-2025,VZ-76915,Pending
CL_2877,24-04-2025,DP-01754,In Progress
CL_2878,10-03-2025,PT-80887,In Progress
CL_2879,26-08-2025,BV-3791,In Progress
CL_2880,04-06-2025,UR-6248,Pending
CL_2881,10-08-2025,YU-468554,Completed
CL_2882,27-05-2025,TO-550333,Pending
CL_2883,09-04-2025,UW-9927,Pending
CL_2884,24-06-2025,NG-05186,Pending
CL_2885,31-05-2025,RL-209324,In Progress
CL_2886,18-08-2025,OR-80098,Completed
CL_2887,13-01-2025,ES-4857,Pending
CL_2888,18-02-2025,BI-232910,Completed
CL_2889,25-12-2024,SP-5158,Rejected
CL_2890,15-12-2024,PJ-00607,Pending
CL_2891,04-01-2025,HJ-85026,Pending
CL_2892,06-05-2025,OX-0398,In Progress
CL_2893,05-05-2025,OJ-95424,Completed
CL_2894,21-11-2024,IF-134758,Rejected
CL_2895,23-12-2024,DN-06380,In Progress
CL_2896,20-02-2025,WZ-51667,Rejected
CL_2897,20-11-2024,ZV-121570,Pending
CL_2898,12-09-2025,TY-0883,Rejected
CL_2899,29-11-2024,AP-15316,Completed
CL_2900,13-11-2024,VH-84805,In Progress
CL_2901,04-12-2024,QB-492053,Rejected
CL_2902,08-09-2025,MB-162905,Pending
CL_2903,27-01-2025,HV-22799,Rejected
CL_2904,14-05-2025,FV-24942,Pending
CL_2905,20-11-2024,YP-25494,In Progress
CL_2906,05-07-2025,ME-4433,In Progress
CL_2907,19-04-2025,KC-634221,Completed
CL_2908,09-07-2025,BD-2102,Rejected
CL_2909,26-03-2025,NZ-6223,Pending
CL_2910,19-01-2025,SZ-326854,Completed
CL_2911,19-04-2025,QD-1059,Completed
CL_2912,04-10-2024,WA-76455,Rejected
CL_2913,24-01-2025,OF-4331,Rejected
CL_2914,26-12-2024,QF-1926,Completed
CL_2915,06-10-2024,ID-5333,In Progress
CL_2916,03-04-2025,AW-959980,Pending
CL_2917,09-09-2025,OP-76406,In Progress
CL_2918,01-05-2025,QR-9697,Completed
CL_2919,28-02-2025,XD-1879,In Progress
CL_2920,13-03-2025,OU-5274,Rejected
CL_2921,18-07-2025,LG-647656,In Progress
CL_2922,11-12-2024,SW-626892,Rejected
CL_2923,10-02-2025,BX-27413,Rejected
CL_2924,14-05-2025,VH-5588,In Progress
CL_2925,29-04-2025,DI-49546,Completed
CL_2926,19-02-2025,BW-46722,Pending
CL_2927,11-11-2024,EL-088471,Pending
CL_2928,31-05-2025,SD-890687,Rejected
CL_2929,29-10-2024,JX-13104,Pending
CL_2930,03-10-2024,LD-142269,Pending
CL_2931,01-02-2025,MG-189059,Rejected
CL_2932,27-04-2025,SW-542337,Completed
CL_2933,17-11-2024,DJ-74457,Rejected
CL_2934,29-07-2025,AT-44948,Completed
CL_2935,26-06-2025,SD-906855,Pending
CL_2936,20-09-2024,HL-880937,Pending
CL_2937,07-08-2025,IT-5342,Completed
CL_2938,27-11-2024,WZ-514852,Completed
CL_2939,31-07-2025,OB-6649,Pending
CL_2940,31-01-2025,PV-29425,Completed
CL_2941,03-10-2024,ML-1092,In Progress
CL_2942,10-03-2025,JL-645770,In Progress
CL_2943,05-07-2025,FP-4627,In Progress
CL_2944,30-10-2024,QU-97596,In Progress
CL_2945,10-12-2024,IA-53387,Pending
CL_2946,11-03-2025,OX-5489,Pending
CL_2947,11-03-2025,RW-6657,In Progress
CL_2948,10-03-2025,WJ-5522,Rejected
CL_2949,18-08-2025,AM-5480,Completed
CL_2950,07-02-2025,XV-3120,In Progress
CL_2951,21-09-2024,IA-75521,Rejected
CL_2952,30-07-2025,IE-004674,Rejected
CL_2953,23-10-2024,HW-88565,In Progress
CL_2954,24-06-2025,DS-444115,Rejected
CL_2955,06-09-2025,YD-791170,In Progress
CL_2956,31-07-2025,KP-995376,Pending
CL_2957,07-01-2025,UT-2726,Completed
CL_2958,06-11-2024,AF-814792,Pending
CL_2959,28-09-2024,XT-758421,Rejected
CL_2960,05-10-2024,ZS-208225,Pending
CL_2961,29-05-2025,QN-2227,Completed
CL_2962,20-08-2025,PU-11599,Completed
CL_2963,07-05-2025,JH-3083,Rejected
CL_2964,10-11-2024,JB-007628,Pending
CL_2965,12-08-2025,SH-030912,Completed
CL_2966,22-06-2025,RB-04440,Rejected
CL_2967,10-08-2025,UD-254299,Pending
CL_2968,22-04-2025,YC-2534,Pending
CL_2969,13-01-2025,XE-264541,In Progress
CL_2970,04-06-2025,LU-5602,In Progress
CL_2971,09-06-2025,NG-4822,Rejected
CL_2972,23-10-2024,HW-376465,Completed
CL_2973,17-02-2025,OR-03543,Completed
CL_2974,02-08-2025,XK-5421,In Progress
CL_2975,06-11-2024,HS-442012,Pending
CL_2976,07-06-2025,SP-98695,In Progress
CL_2977,29-08-2025,YQ-167080,In Progress
